word_1,word_2,simlex_999,word2vec_cbow,word2vec_skipgram,fasttext_cbow,fasttext_skipgram
song,story,3.97,0,0,-0.052036796,0.2928635
ray,sunshine,6.83,-0.032740865,-0.013562072,0.038539145,0.017697314
guy,stud,5.83,0,0,0.0104015125,0.28634328
chicken,rice,1.43,0,0,0.073553294,0.16474156
box,elevator,1.32,0,0,0.12733196,0.19113986
butter,potato,1.22,0,0,-0.019224113,0.44017044
apartment,furniture,1.28,0.14061573,0.19390084,0.057612497,0.3664589
lake,swamp,4.92,0,0,0.112260595,0.2095129
salad,vinegar,1.13,0,0,-0.05388665,0.413309
flower,bulb,4.48,0,0,0.053354528,0.15551007
cloud,mist,6.67,0.5589305,0.57478356,0.16116993,0.33756867
driver,pilot,6.28,0.2183939,0.15001105,0.10571518,0.27548444
sugar,honey,5.13,0,0,0.08810768,0.31269985
body,shoulder,2.88,0.05397845,0.027502012,-0.073017396,0.10304506
idea,image,3.55,0.173949,0.109658025,0.33259526,0.3506114
father,brother,4.2,0.35917005,0.3838083,0.45900032,0.328013
moon,planet,5.87,0.32752395,0.3510078,0.06559915,0.29556382
ball,costume,2.32,0.06871161,0.021896992,-0.08362009,0.015028854
rail,fence,5.22,0.30217272,0.2608007,-0.004774508,0.20471105
room,bed,2.35,0.4792388,0.46151206,0.18281025,0.38062593
flower,bush,4.25,0.24905346,0.26202667,0.021705706,0.18094921
bone,knee,4.17,0.27793872,0.21776211,0.34506264,0.29867277
arm,knee,2.75,0.42543417,0.45883924,0.2930649,0.33232203
bottom,side,2.63,0.11228709,0.09631395,0.08922455,0.22010642
vessel,vein,5.15,0,0,0.2817775,0.21899445
cat,rabbit,2.37,0.4452529,0.4633053,0.11430677,0.27214396
meat,sandwich,2.35,0,0,0.08792434,0.33131304
belief,concept,5.08,0,0,0.15682718,0.32490757
intelligence,insight,5.9,0,0,0.20917213,0.25600985
attention,interest,7.22,0.3278629,0.33180082,0.18405302,0.16658092
attitude,confidence,4.35,0.09664104,0.1370336,0.14356114,0.11151965
right,justice,7.05,0.048552338,0.03955221,-0.108092465,0.08049609
argument,agreement,1.45,0.28489685,0.3462437,0.645307,0.2962622
depth,magnitude,6.12,0,0,0.12709609,0.2997512
medium,news,3.65,0.035812024,0.08406173,0.099340804,0.24082956
winner,candidate,2.78,0,0,-0.13390058,0.25297067
birthday,date,5.08,0,0,0.19666599,0.34497428
fee,payment,7.15,0,0,-0.089324385,0.38136104
bible,hymn,5.15,0,0,0.06634921,0.2308807
exit,doorway,5.5,0,0,-0.06595853,0.061912734
man,sentry,3.25,0,0,-0.10693012,0.14021811
aisle,hall,6.35,0.28750002,0.37784013,0.04052319,0.37005863
whiskey,gin,6.28,0,0,0.0453827,0.30903852
blood,marrow,3.4,0,0,0.030523729,0.1539711
oil,mink,1.23,0,0,0.064056136,0.19949937
floor,deck,5.55,0.3969429,0.3895166,-0.02763497,0.079515405
roof,floor,2.62,0.32466856,0.36026666,0.41275117,0.41467613
door,floor,1.67,0.38115335,0.35678053,0.44163743,0.32719025
shoulder,head,3.42,0.60455376,0.5667691,0.23989564,0.47406033
wagon,carriage,7.7,0,0,0.1303058,0.31699187
car,carriage,5.13,0.37160736,0.3388937,0.6195775,0.45864254
elbow,ankle,3.13,0,0,0.0986655,0.25380477
wealth,fame,4.02,0,0,0.036487743,0.18381952
sorrow,shame,4.77,0,0,0.1542043,0.14971054
administration,management,7.25,0,0,0.040999077,0.33622268
communication,conversation,8.02,0.21115486,0.18209408,0.5520295,0.24870476
pollution,atmosphere,4.25,0,0,-0.048606206,0.22933684
anatomy,biology,5.33,0,0,0.10256379,0.32705218
college,profession,3.12,-0.092785515,-0.101806514,-0.07500158,0.28405833
book,topic,2.07,0.09915622,0.01923791,-0.0046972516,0.13117297
formula,equation,7.95,0,0,0.09378807,0.30489844
book,information,5,0.34849346,0.32678208,0.17303604,0.27168885
boy,partner,1.9,0.033216786,0.025341913,-0.05000511,0.14106114
sky,universe,4.68,0,0,-0.088196784,0.13560052
population,people,7.68,0.21449035,0.26441628,0.2554652,0.34971192
college,class,4.13,0.07029227,0.034051716,-0.022030247,0.24497508
chief,mayor,4.85,0.3340907,0.36347786,-0.17748183,0.2153294
rabbi,minister,7.62,0,0,0.093214646,0.24328133
meter,inch,5.08,0,0,0.10031461,0.3769737
polyester,cotton,5.63,0,0,0.20368901,0.3726272
lawyer,banker,1.88,0.31005237,0.23799622,0.36535993,0.3957921
violin,instrument,6.58,0.116541535,0.024303643,0.04326679,0.17263296
camp,cabin,4.2,0.14516447,0.14127107,0.5578751,0.1990783
pot,appliance,2.53,0,0,0.037452698,0.19115315
linen,fabric,7.47,0,0,0.034760613,0.41209745
whiskey,champagne,5.33,0,0,0.20411755,0.3195958
girl,child,5.38,0.5891916,0.56697243,0.30074856,0.5209243
cottage,cabin,7.72,0.378188,0.3687597,0.34408846,0.3715211
bird,hen,7.03,0,0,0.011865349,-0.05217583
racket,noise,8.1,0,0,-0.019833481,0.05244656
sunset,evening,5.98,0.23539133,0.27150878,0.10685224,0.31102133
drizzle,rain,9.17,0,0,0.17054538,0.34889284
adult,baby,2.22,0,0,0.010234814,0.47495827
charcoal,coal,7.63,0,0,0.65549207,0.73842484
body,spine,4.78,0,0,0.07021637,0.30382425
head,nail,2.47,0,0,-0.04141198,0.30073765
log,timber,8.05,0,0,0.028851174,0.2884458
spoon,cup,2.02,0,0,0.0009897582,0.2771366
body,nerve,3.13,0.061027125,-0.045911033,-0.036377735,0.06553543
man,husband,5.32,0.20897129,0.12520096,0.24634418,0.3814235
bone,neck,2.53,0.47847566,0.42248052,0.24366088,0.2799548
frustration,anger,6.5,0,0,0.061986674,0.23935628
river,sea,5.72,0.39939764,0.32026628,0.19496599,0.26441
task,job,8.87,0.08948061,0.1479585,0.1257247,0.23360863
club,society,5.23,0.16168267,0.12442206,0.05773827,0.18759711
reflection,image,7.27,0.14557363,0.20649056,-0.13616864,0.18186727
prince,king,5.92,0.23476084,0.23184414,0.026078258,0.31964326
snow,weather,5.48,0.50868756,0.53918713,0.18918747,0.2852707
people,party,2.2,0.12725763,0.06428168,0.071478434,0.035369616
boy,brother,6.67,0.14189616,0.12354472,0.21804273,0.0041287323
root,grass,3.55,0.14295411,0.27686325,0.22924031,0.20110668
brow,eye,3.82,0.39011326,0.37153018,0.24184318,0.2903916
money,pearl,2.1,0,0,0.10390679,0.21481955
money,diamond,3.42,0,0,0.21345617,0.23116638
vehicle,bus,6.47,0,0,0.1308735,0.31702846
cab,bus,5.6,0,0,0.14840792,0.19109002
house,barn,4.33,0,0,0.15169664,0.2957907
finger,palm,3.33,0.32598028,0.33533704,0.07860876,0.31448707
car,bridge,0.95,0.33075333,0.27235603,0.037638698,0.15408112
effort,difficulty,4.45,0.2810888,0.25724086,0.119364016,0.27299476
fact,insight,4.77,0,0,0.12546611,0.41661617
job,management,3.97,0,0,0.044806622,0.32982832
cancer,sickness,7.93,0,0,0.07671817,0.16835392
word,newspaper,2.47,-0.09768857,-0.103484236,0.022505471,0.21579066
composer,writer,6.58,0,0,0.035458207,0.14543661
actor,singer,4.52,0,0,-0.04907483,0.17050177
shelter,hut,6.47,0.11332114,0.08083229,0.120909035,0.26391694
bathroom,kitchen,3.1,0,0,0.3386026,0.17252551
cabin,hut,6.53,0.19338231,0.24895939,0.26226425,0.30077383
door,kitchen,1.67,0.42169368,0.47450888,0.40404913,0.4969292
value,belief,7.07,0.35252497,0.28835562,-0.08534517,0.18242489
wisdom,intelligence,7.47,0.33321673,0.38328946,0.034596723,0.18424316
ignorance,intelligence,1.5,0.3968951,0.38323164,0.37426504,0.13696218
happiness,luck,2.38,0.04792709,-0.041728206,-0.05847139,0.20519558
idea,scheme,6.75,0.28360817,0.19450592,0.2194244,0.32314038
mood,emotion,8.12,0.18712486,0.25401053,0.20102763,0.41584668
happiness,peace,6.03,0.4641973,0.5187396,0.20156299,0.2981796
despair,misery,7.22,0.48672214,0.5456694,0.11677479,0.41212666
logic,arithmetic,3.97,0,0,0.26598063,0.45500094
denial,confession,1.03,0,0,0.057551626,0.33749065
argument,criticism,5.08,0,0,0.1534845,0.26814345
aggression,hostility,8.48,0,0,0.11390467,0.30518758
hysteria,confusion,6.33,0,0,0.124847695,0.3455137
chemistry,theory,3.17,0.44913203,0.4065975,0.39284012,0.35960704
trial,verdict,3.33,0,0,0.1252204,0.3325454
comfort,safety,5.8,0.13494465,0.18307814,0.12301309,0.30684662
confidence,self,3.12,0.20548387,0.27805987,-0.09759937,0.21875696
vision,perception,6.88,0,0,0.39006433,0.23967265
era,decade,5.4,0,0,0.012053644,0.23706295
biography,fiction,1.38,0,0,0.20590931,0.3623537
discussion,argument,5.48,0.21473014,0.18589014,0.19624946,0.12900627
code,symbol,6.03,0,0,0.0066803154,0.48463684
danger,disease,3,0.3126085,0.3623447,0.12504598,0.30901718
accident,catastrophe,5.9,0.14137101,0.13693778,0.012229428,0.24117643
journey,trip,8.88,0.28031108,0.2759973,-0.01010037,0.21516155
activity,movement,7.15,0.131556,0.14098404,0.04117751,0.17637272
gossip,news,5.22,0,0,0.0063766683,0.36484382
father,god,3.57,0.27462307,0.26136047,0.015541101,0.2260208
action,course,5.45,0.29467517,0.3322151,0.07982266,0.22523671
fever,illness,7.65,0.33532816,0.40321037,0.040319804,0.16613102
aviation,flight,8.18,0,0,-0.015136235,0.19237164
game,action,4.85,0.011941717,0.026086634,-0.042488307,0.21376115
molecule,air,3.05,0,0,-0.09616689,0.17456087
home,state,2.58,-0.10840832,-0.02413179,0.03909,0.051932197
word,literature,4.77,0,0,-0.044602536,-0.006057272
adult,guardian,6.9,0,0,-0.10789451,0.26076248
newspaper,information,5.65,0.21163128,0.2204877,0.066723116,0.2979503
communication,television,5.6,0,0,0.056524258,0.19887069
cousin,uncle,4.63,0.470401,0.4223914,0.1725775,0.39453545
author,reader,1.6,0.01904651,0.005394302,0.21521637,0.2929726
guy,partner,3.57,0,0,-0.14023209,0.15636954
area,corner,2.07,0.19033627,0.12005164,-0.14312401,0.28687817
ballad,song,7.53,0,0,-0.056918617,0.24972878
wall,decoration,2.62,0,0,-0.13628042,0.12466727
word,page,2.92,0.12187059,0.22481324,0.036253616,0.3365517
nurse,scientist,2.08,0,0,-0.042609725,0.2789961
politician,president,7.38,0,0,0.12295114,0.2903274
president,mayor,5.68,0,0,0.03698048,0.23527311
book,essay,4.72,0,0,0.018878363,0.123525605
man,warrior,4.72,-0.11396931,-0.1395159,-0.14126612,0.1534436
article,journal,6.18,0.11485157,0.17856814,-0.048551653,0.2151791
breakfast,supper,4.4,0.3570813,0.39986196,0.09428176,0.3050099
crowd,parade,3.93,0,0,-0.082040645,0.19764805
aisle,hallway,6.75,0,0,0.04377995,0.282948
teacher,rabbi,4.37,0,0,0.15464719,0.3065317
hip,lip,1.43,0,0,0.41222143,0.4380186
book,article,5.43,0.14660582,0.037695173,0.10816856,0.22703208
room,cell,4.58,0,0,0.10236356,0.22627084
box,booth,3.8,0,0,0.501671,0.22002742
daughter,kid,4.17,0,0,-0.041269634,0.27431387
limb,leg,6.9,0.412876,0.36589116,0.28382915,0.16856831
liver,lung,2.7,0,0,0.13077143,0.3272908
classroom,hallway,2,0,0,0.23386607,0.40216008
mountain,ledge,3.73,0.18871209,0.21037608,0.12362156,0.23237449
car,elevator,1.03,0,0,0.10621562,0.048430648
bed,couch,3.42,0.067148864,0.102860555,-0.028760396,0.27232596
clothes,button,2.3,0.13843548,0.1028363,-0.03825602,0.020350844
clothes,coat,5.35,0.34083617,0.32799608,0.2536439,0.43734226
kidney,organ,6.17,0,0,-0.064827375,0.21772671
apple,sauce,1.43,0,0,0.027556108,0.3703717
chicken,steak,3.73,0,0,-0.05786767,0.29743493
car,hose,0.87,0,0,0.13413052,0.28662935
tobacco,cigarette,7.5,0.35000572,0.37067738,0.035133146,0.53161347
student,professor,1.95,0.3216936,0.3692364,0.099137746,0.49703214
baby,daughter,5,0.113585696,0.12091541,0.013371823,0.27347228
pipe,cigar,6.03,0.4665043,0.48059413,0.18701537,0.45807937
milk,juice,4.05,0,0,0.12057579,0.05918393
box,cigar,1.25,0.24954338,0.30805212,0.19031005,0.39097723
apartment,hotel,3.33,0.40441108,0.38911557,0.24462397,0.3956227
cup,cone,3.17,0,0,0.16305776,0.26823515
horse,ox,3.02,0,0,-0.020579387,0.0824587
throat,nose,2.8,0.38060835,0.4235256,0.21512042,0.1880436
bone,teeth,4.17,0.35557088,0.35865873,-0.032657743,0.28092703
bone,elbow,3.78,0.24023008,0.2527653,0.08158039,0.35268307
bacon,bean,1.22,0,0,0.26952752,0.44827852
cup,jar,5.13,0,0,-0.07021523,0.28383836
proof,fact,7.3,0.35174978,0.30454808,0.19693139,0.33636644
appointment,engagement,6.75,0.14914499,0.17483898,0.41130456,0.1596417
birthday,year,1.67,0,0,0.007919522,0.3586104
word,clue,2.53,-0.016245032,-0.023133855,0.12142619,0.14824155
author,creator,8.02,0.35013768,0.2811521,0.31206268,0.3745203
atom,carbon,3.1,0,0,-0.0018342552,0.31312555
archbishop,bishop,7.05,0,0,0.69792277,0.79338723
letter,paragraph,4,0.10737139,0.050067317,0.12639032,0.1848769
page,paragraph,3.03,0.2955128,0.30843273,0.4560758,0.34593633
steeple,chapel,7.08,0,0,-0.06838842,0.2934086
muscle,bone,3.65,0,0,0.11494958,0.14042859
muscle,tongue,5,0,0,0.062729314,0.22326565
boy,soldier,2.15,0.07915896,0.04183853,-0.005241385,-0.055322036
belly,abdomen,8.13,0,0,0.023937589,0.32150048
guy,girl,3.33,0,0,0.2694433,0.30822963
bed,chair,3.5,0.29038775,0.2650951,0.16407067,0.29465964
clothes,jacket,5.15,0.29530987,0.26401114,0.10293446,0.1400065
gun,knife,3.65,0.33262357,0.27839077,-0.19161755,0.096454225
tin,metal,5.63,0.42037174,0.3561373,0.11059141,0.26624843
bottle,container,7.93,0,0,-0.09107304,0.28259185
hen,turkey,6.13,0,0,0.08167334,0.4445183
meat,bread,1.67,0.3669352,0.30795106,0.33880404,0.41488627
arm,bone,3.83,0.43933654,0.3955409,0.23475799,0.29175273
neck,spine,5.32,0,0,0.24509434,0.30432627
apple,lemon,4.05,0,0,0.1561573,0.32224813
agony,grief,7.63,0.47740853,0.46719408,0.17895767,0.33870435
assignment,task,8.7,0,0,0.10536387,0.21152705
night,dawn,2.95,0.47947574,0.5149131,0.3738652,0.50654507
dinner,soup,3.72,0.29065415,0.21609227,-0.0026186975,0.37132663
calf,bull,4.93,0,0,-0.036151685,0.23112234
snow,storm,4.8,0.2978626,0.30440947,0.3492914,0.40690213
nail,hand,3.42,0,0,0.05613162,0.25119612
dog,horse,2.38,0.43278316,0.453602,-0.03560099,0.27613118
arm,neck,1.58,0.61894625,0.6321974,0.2871986,0.39414424
ball,glove,1.75,0,0,-0.11261357,0.15322039
flu,fever,6.08,0,0,0.25059947,0.16403387
fee,salary,3.72,0.29092395,0.25286716,-0.24122888,0.29948846
nerve,brain,3.88,0.3521494,0.20223844,0.10370119,0.32466865
beast,animal,7.83,0.35129577,0.35737452,0.060870092,0.30761254
dinner,chicken,2.85,0,0,-0.06909409,0.0325204
girl,maid,2.93,0.42851052,0.40482345,0.1883813,0.2899802
child,boy,5.75,0.24093664,0.22582118,0.07950875,0.13319542
alcohol,wine,7.42,0,0,-0.10910486,0.25275669
nose,mouth,3.73,0.24465308,0.30050552,0.08049032,0.24377567
street,car,2.38,0.18373527,0.20315261,0.08897115,0.23115161
bell,door,2.2,0.34686634,0.38668638,0.1030712,0.31714278
box,hat,1.3,0.39092132,0.35710135,0.23744996,0.25076202
belief,impression,5.95,0.32888913,0.3021267,0.06733811,0.23054361
bias,opinion,5.6,0,0,-0.07235832,0.23581079
attention,awareness,8.73,0,0,0.04641326,0.26539633
anger,mood,4.1,0.110973164,0.18483023,0.058373228,0.26673615
elegance,style,5.72,0,0,0.116269864,0.25675097
beauty,age,1.58,0.30219734,0.26313272,0.054088295,0.31569767
book,theme,2.58,0,0,0.096381746,0.28686658
friend,mother,2.53,0.35888043,0.384297,0.091590956,0.18591653
vitamin,iron,5.55,0,0,-0.08328233,0.23539308
car,factory,2.75,0,0,-0.034634765,0.25171924
pact,condition,2.45,0,0,0.087096296,0.1150725
chapter,choice,0.48,0.12261912,0.06822388,0.24076115,0.14299294
arithmetic,rhythm,2.35,0,0,0.12216071,0.38644588
winner,presence,1.08,0,0,-0.06113649,0.09633779
belief,flower,0.4,0.14130546,0.10772262,-0.026988875,0.05392205
winner,goal,3.23,0,0,0.07560768,0.22739018
trick,size,0.48,0.20353428,0.118146434,0.03936269,0.0367254
choice,vein,0.98,0,0,0.026519716,0.1251512
hymn,conquest,0.68,0,0,0.01867618,0.23843573
endurance,band,0.4,0,0,0.04807451,0.2458456
jail,choice,1.08,0,0,0.10087155,0.27009422
condition,boy,0.48,-0.102648444,-0.07460515,0.027120387,0.030968457
flower,endurance,0.4,0,0,-0.012721956,0.162321
hole,agreement,0.3,-0.2104148,-0.1618995,-0.07455581,0.12141196
doctor,temper,0.48,-0.060084347,-0.094446264,-0.07128137,0.04442817
fraternity,door,0.68,0,0,0.13211149,0.35842937
task,woman,0.68,-0.036355957,-0.03579681,0.14527188,0.21542445
fraternity,baseball,0.88,0,0,-0.014552386,0.37683788
cent,size,0.4,0,0,-0.005674275,0.15455721
presence,door,0.48,0.11218997,0.1361633,0.03327863,0.15337601
mouse,management,0.48,0,0,0.091084085,0.10985022
task,highway,0.48,0,0,-0.22844592,0.06492386
liquor,century,0.4,0,0,0.13359095,0.07281383
task,straw,0.68,-0.23206605,-0.25859353,-0.07434098,0.26125395
island,task,0.3,0.1496786,0.15975498,0.024261503,0.15929945
night,chapter,0.48,0.031828765,0.034729667,0.082703695,0.295521
pollution,president,0.68,0,0,0.008262364,0.40834463
gun,trick,0.48,0.13489255,0.16558951,0.086708315,0.1546983
bath,trick,0.58,0,0,0.05229233,0.15899825
diet,apple,1.18,0,0,-0.01322287,0.2956889
cent,wife,0.58,0,0,-0.08234767,0.2536954
chapter,tail,0.3,-0.12759711,-0.05100236,0.06210097,0.30116257
course,stomach,0.58,0,0,0.022145513,0.3239091
hymn,straw,0.4,0,0,0.10007806,0.24551646
dentist,colonel,0.4,0,0,-0.087161794,0.13983941
wife,straw,0.4,0.03932489,0.030015102,-0.12112316,0.15902461
hole,wife,0.68,-0.08074756,-0.061134305,-0.026732473,0.1244666
pupil,president,0.78,0,0,0.17236981,0.32010487
bath,wife,0.48,0,0,-0.11042486,0.18214373
people,cent,0.48,0,0,0.083389424,0.26795945
formula,log,1.77,0,0,-0.013295926,0.15273881
woman,fur,0.58,0,0,-0.08977314,0.1016968
apple,sunshine,0.58,0,0,0.03875006,0.2930708
gun,dawn,1.18,0.17493756,0.18679965,0.15763195,0.12549275
meal,waist,0.98,0.067567274,0.10834747,-0.026512595,0.20944439
camera,president,0.48,0,0,0.09288078,0.4457432
liquor,band,0.68,0,0,-0.026089303,0.15920144
stomach,vein,2.35,0,0,-0.15099351,0.20310138
gun,fur,0.3,0,0,0.0012796116,0.12251135
couch,baseball,0.88,0,0,-0.045798026,0.26116818
worker,camera,0.68,0,0,-0.08483631,0.15452953
deck,mouse,0.48,0.1977799,0.14845556,0.009129546,0.14200962
rice,boy,0.4,0.13837555,0.18274303,0.16059314,0.29524806
people,gun,0.68,0.14185439,0.12829211,-0.032525726,0.20639619
cliff,tail,0.3,0.29582042,0.34234118,0.2226214,0.20674433
ankle,window,0.3,0,0,-0.025919037,0.17387067
princess,island,0.3,0,0,-0.018149309,0.2605454
container,mouse,0.3,0,0,0.0057534534,0.09857266
wagon,container,2.65,0,0,0.07618054,0.1271127
people,balloon,0.48,0.003961451,0.04623267,0.017766118,0.12035718
dollar,people,0.4,0,0,-0.04722544,0.092535004
bath,balloon,0.4,0,0,0.3574259,0.3661978
stomach,bedroom,0.4,0,0,0.10629621,0.2780905
bicycle,bedroom,0.4,-0.0026701707,0.07004296,0.099683516,0.18796149
log,bath,0.4,0,0,-0.048552256,0.28692076
bowl,tail,0.48,0,0,0.3764115,0.43939456
go,come,2.42,0.55358744,0.5248608,0.3154364,0.53105295
take,steal,6.18,0,0,0.072541915,0.3410109
listen,hear,8.17,0.32760122,0.29535592,0.13959594,0.38234034
think,rationalize,8.25,0,0,-0.033203773,0.2569451
occur,happen,9.32,0.5615561,0.6230772,0.224065,0.27562636
vanish,disappear,9.8,0,0,0.26420316,0.25207722
multiply,divide,1.75,0,0,0.06155656,0.2744268
plead,beg,9.08,0,0,-0.102384016,0.22557133
begin,originate,8.2,0,0,0.2725385,0.25788978
protect,defend,9.13,0.10113735,0.17404856,0.22170196,0.26325968
kill,destroy,5.9,0.41127217,0.4116152,0.3530074,0.3096705
create,make,8.72,0.37804905,0.40531957,0.13215458,0.34407806
accept,reject,0.83,0,0,0.2115989,0.48878777
ignore,avoid,6.87,0,0,0.068111524,0.19934648
carry,bring,5.8,0.590774,0.593469,0.12324304,0.21437426
leave,enter,0.95,0.32924318,0.34982738,0.030373644,0.28088337
choose,elect,7.62,0,0,0.0938185,0.28716153
lose,fail,7.33,0.21520202,0.23233752,0.051629692,0.21567012
encourage,discourage,1.58,0,0,0.65927243,0.82011235
achieve,accomplish,8.57,0,0,0.27433598,0.44039372
make,construct,8.33,0,0,0.13910472,0.21414687
listen,obey,4.93,0.05390449,0.11555542,-0.045007676,0.20620553
inform,notify,9.25,0,0,0.07175177,0.23091267
receive,give,1.47,0.51761687,0.52068335,0.5808162,0.40670124
borrow,beg,2.62,0,0,-0.02864707,0.044769935
take,obtain,7.1,0.18730207,0.14621226,0.21273275,0.1970418
advise,recommend,8.1,0,0,0.030046111,0.183367
imitate,portray,6.75,0,0,0.04805107,0.20286712
win,succeed,7.9,0.24538656,0.25214598,-0.013571289,0.2161938
think,decide,5.13,0.08627952,0.15116857,0.08035432,0.29796255
greet,meet,6.17,0,0,0.43170625,0.24741077
agree,argue,0.77,0.25217503,0.19955868,0.20830964,0.22600062
enjoy,entertain,5.92,0,0,0.24560465,0.25918743
destroy,make,1.6,0.3244805,0.40163183,0.09953078,0.2071205
save,protect,6.58,-0.16127867,-0.088419564,-0.14708382,0.12726493
give,lend,7.22,0.19945915,0.31249955,0.08350546,0.165679
understand,know,7.47,0.5365853,0.49929395,0.3957484,0.4317991
take,receive,5.08,0.49664822,0.52726704,0.09425084,0.28628886
accept,acknowledge,6.88,0,0,0.27378732,0.2268393
decide,choose,8.87,0.28962094,0.30430466,0.056621287,0.22463454
accept,believe,6.75,0.23562475,0.19056195,0.2129036,0.36290282
keep,possess,8.27,0.13547166,0.12422554,-0.08655996,0.07765612
roam,wander,8.83,0,0,-0.1271633,0.08522194
succeed,fail,0.83,0.34521893,0.3858022,0.15198667,0.39106596
spend,save,0.55,0.012720226,0.040333137,0.13980947,0.20805913
leave,go,7.63,0.4669199,0.43822804,0.29573223,0.48066744
come,attend,8.1,0.28164572,0.311763,0.09937222,0.11847771
know,believe,5.5,0.3772126,0.35966584,0.051524553,0.4196806
gather,meet,7.3,0.25669584,0.27036005,0.045684066,0.35355604
make,earn,7.62,0.49498266,0.5194691,0.11526224,0.35206634
forget,ignore,3.07,0,0,0.05645567,0.15883529
multiply,add,2.7,0,0,-0.11137173,0.22538233
shrink,grow,0.23,0,0,-0.09143611,0.16182823
arrive,leave,1.33,0.34250566,0.34737697,0.26286796,0.36980426
succeed,try,3.98,0.30254996,0.3382986,0.06055236,0.18404333
accept,deny,1.75,0.17137346,0.11468737,0.012688589,0.3267253
arrive,come,7.05,0.18913133,0.20697658,0.18069011,0.26410514
agree,differ,1.05,0,0,-0.017764512,0.0785303
send,receive,1.08,0.38511214,0.42226022,0.056679536,0.23137742
win,dominate,5.68,0,0,0.04543954,0.30282006
add,divide,2.3,0,0,0.044707946,0.17254502
kill,choke,4.92,0,0,0.013920878,0.25750816
acquire,get,8.82,0,0,-0.031461697,0.21188882
participate,join,7.7,0,0,0.04081876,0.2885247
leave,remain,2.53,0.4878972,0.5178021,0.18426582,0.2584227
go,enter,4,0.36243194,0.36529243,-0.013878795,0.17179783
take,carry,5.23,0.45377573,0.44622558,0.10340039,0.34745184
forget,learn,1.18,0.32714352,0.32625535,0.032476254,0.15355445
appoint,elect,8.17,0,0,0.048368536,0.22630633
engage,marry,5.43,0.236984,0.1940608,0.11825165,0.21231191
ask,pray,3.72,0.10878831,0.13582952,0.18443961,0.24642235
go,send,3.75,0.46760035,0.474706,0.16991316,0.25142667
take,deliver,4.37,0.46769115,0.48629466,0.1829917,0.28314608
speak,hear,3.02,0.46742007,0.48639756,0.29550454,0.3152743
analyze,evaluate,8.03,0,0,0.32717854,0.4548212
argue,rationalize,4.2,0,0,0.08289355,0.34968317
lose,keep,1.05,0.086148255,0.106185324,-0.030425763,0.048246436
compare,analyze,8.1,0,0,-0.031099794,0.26342973
disorganize,organize,1.45,0,0,0.5695209,0.80554974
go,allow,3.62,0.17546085,0.25071114,0.12779725,0.26668015
take,possess,7.2,0.24222231,0.20897388,0.01625229,0.17668904
learn,listen,3.88,0.18267895,0.18338263,0.16411732,0.3383581
destroy,construct,0.92,0,0,0.3066817,0.1910068
create,build,8.48,0.116743,0.2094562,-0.022370933,0.2845925
steal,buy,1.13,0,0,-0.21673338,0.2441698
kill,hang,4.45,0.122028194,0.17255588,-0.16032137,0.24672322
forget,know,0.92,0.31283247,0.3246499,0.19751333,0.29622743
create,imagine,5.13,0.3842335,0.3816864,0.16227314,0.27397475
do,happen,4.23,0.18296051,0.22020271,0.29439038,0.35726228
win,accomplish,7.85,0.10448874,-0.036211476,0.0887016,0.39909714
give,deny,1.43,0.250025,0.117936745,0.0149968285,0.33789352
deserve,earn,5.8,0,0,-0.015184351,0.23249711
get,put,1.98,0.3965729,0.41873822,0.45624277,0.3704576
locate,find,8.73,0,0,0.095087714,0.22418897
appear,attend,6.28,0.3014311,0.2944415,0.19225106,0.19925532
know,comprehend,7.63,0.19747894,0.2116955,0.17771085,0.2458827
pretend,imagine,8.47,0.1472816,0.1294039,0.12590162,0.2887407
satisfy,please,7.67,0.040078986,-0.068110615,0.15944444,0.21978045
cherish,keep,4.85,0,0,-0.006374434,0.33294952
argue,differ,5.15,0,0,0.15691097,0.0610789
overcome,dominate,6.25,0,0,0.24198522,0.15675451
behave,obey,7.3,0,0,0.2731851,0.40403387
cooperate,participate,6.43,0,0,0.35163537,0.3460441
achieve,try,4.42,0,0,-0.04393717,0.23449285
fail,discourage,3.33,0,0,-0.060156364,0.26747447
begin,quit,1.28,0.39684796,0.2996586,0.08817288,0.12940317
say,participate,3.82,0,0,0.10571357,0.38875756
come,bring,2.42,0.47469816,0.43646502,0.1508061,0.32861662
declare,announce,9.08,0,0,0.024898874,0.16572593
read,comprehend,4.7,0.12375272,0.09190373,0.1394078,0.2832507
take,leave,2.47,0.51668185,0.5150495,0.2557915,0.53585005
proclaim,announce,8.18,0,0,0.11356635,0.31467474
acquire,obtain,8.57,0,0,0.2033045,0.2614758
conclude,decide,7.75,0,0,0.28436095,0.25296816
please,plead,2.98,0,0,0.66896844,0.6349271
argue,prove,4.83,0.22641629,0.29936042,0.17074777,0.1314007
ask,plead,6.47,0,0,0.06083444,0.22143729
find,disappear,0.77,0,0,0.116310544,0.06731524
inspect,examine,8.75,0,0,0.20638876,0.06429084
verify,justify,4.08,0,0,0.18206564,0.50863034
assume,predict,4.85,0,0,0.2106494,0.36791745
learn,evaluate,4.17,0,0,0.12362045,0.24734898
argue,justify,5,0,0,-0.0679945,0.18739991
make,become,4.77,0.27091926,0.2605902,0.24609967,0.35269707
discover,originate,4.83,0,0,0.09176112,0.2403046
achieve,succeed,7.5,0,0,0.13404195,0.41631386
give,put,3.65,0.38994676,0.38758782,0.20239054,0.31963176
